N,time
128,0.011850
128,0.011809
128,0.011913
128,0.011692
128,0.011881
128,0.011869
128,0.011827
128,0.011830
128,0.012003
128,0.011888
128,0.011881
128,0.011832
128,0.011840
128,0.011841
128,0.011841
128,0.011905
128,0.011813
128,0.016110
128,0.020378
128,0.022338
128,0.024575
128,0.021629
128,0.021883
128,0.021962
128,0.021729
128,0.033474
128,0.038627
128,0.022184
128,0.021324
128,0.021355
128,0.020640
128,0.021556
128,0.019743
128,0.019768
128,0.019728
128,0.019709
128,0.021556
128,0.019914
128,0.020161
128,0.020100
128,0.021793
128,0.021143
128,0.020810
128,0.024582
128,0.021113
128,0.021014
128,0.020860
128,0.021055
128,0.020786
128,0.021009
128,0.020900
128,0.020629
128,0.020902
128,0.020753
128,0.020698
128,0.020762
128,0.020935
128,0.020657
128,0.020849
128,0.020687
128,0.020717
128,0.020764
128,0.020802
128,0.020697
128,0.020797
128,0.020807
128,0.020819
128,0.020794
128,0.020836
128,0.021001
128,0.020707
128,0.021191
128,0.020992
128,0.020788
128,0.020764
128,0.020794
128,0.020840
128,0.020775
128,0.020789
128,0.020618
128,0.020749
128,0.020545
128,0.020612
128,0.020799
128,0.020754
128,0.020752
128,0.020844
128,0.021748
128,0.021271
128,0.045744
128,0.033157
128,0.022583
128,0.022166
128,0.021791
128,0.024059
128,0.020912
256,0.244723
256,0.245075
256,0.233790
256,0.229700
256,0.249024
256,0.241543
256,0.194287
256,0.138189
256,0.118254
256,0.130353
256,0.138436
256,0.113428
256,0.113440
256,0.114981
256,0.114521
256,0.114040
256,0.118279
256,0.119056
256,0.118261
256,0.118640
256,0.117715
256,0.114772
256,0.115483
256,0.114938
256,0.163316
256,0.164987
256,0.114102
256,0.146991
256,0.222771
256,0.115048
256,0.114455
256,0.115168
256,0.117649
256,0.117395
256,0.113011
256,0.114926
256,0.112489
256,0.118920
256,0.113719
256,0.113854
256,0.209524
256,0.114053
256,0.115558
256,0.248644
256,0.141218
256,0.109005
256,0.103930
256,0.109579
256,0.107385
256,0.107627
256,0.103619
256,0.109206
256,0.107860
256,0.108092
256,0.107528
256,0.130791
256,0.197469
256,0.107464
256,0.106734
256,0.103652
256,0.104180
256,0.247186
256,0.108824
256,0.107352
256,0.102960
256,0.104147
256,0.194649
256,0.163624
256,0.109075
256,0.109704
256,0.118075
256,0.103142
256,0.107973
256,0.103553
256,0.104657
256,0.107429
256,0.107332
256,0.108846
256,0.104366
256,0.108976
256,0.103539
256,0.108351
256,0.104598
256,0.104574
256,0.103632
256,0.103686
256,0.110052
256,0.105405
256,0.108558
256,0.141671
256,0.168175
256,0.108545
256,0.107561
256,0.109470
256,0.189707
256,0.193391
256,0.109166
256,0.106360
256,0.139955
256,0.109557
512,1.527040
512,1.461886
512,1.477326
512,1.554163
512,1.544271
512,1.510402
512,1.357985
512,1.556390
512,1.528639
512,1.468043
512,1.482061
512,1.562520
512,1.524879
512,1.466160
512,1.599223
512,1.359110
512,1.535609
512,1.446255
512,1.539654
512,1.541497
512,1.527660
512,1.471845
512,1.461503
512,1.573740
512,1.556022
512,1.534688
512,1.422943
512,1.679796
512,1.375744
512,1.431633
512,1.629227
512,1.359689
512,1.537892
512,1.432853
512,1.499524
512,1.558540
512,1.576106
512,1.539507
512,1.418001
512,1.620676
512,1.374437
512,1.423126
512,1.468660
512,1.621519
512,1.371487
512,1.412887
512,1.474197
512,1.519895
512,1.537642
512,1.492198
512,1.370166
512,1.550705
512,1.539102
512,1.454672
512,1.471518
512,1.545542
512,1.538651
512,1.440370
512,1.578195
512,1.363432
512,1.499711
512,1.481837
512,1.513688
512,1.532899
512,1.519051
512,1.527235
512,1.535722
512,1.595588
512,1.573584
512,1.493376
512,1.604536
512,1.406439
512,1.586283
512,1.485080
512,1.562050
512,1.491623
512,1.611134
512,1.445920
512,1.604986
512,1.366511
512,1.541729
512,1.563696
512,1.496250
512,1.379462
512,1.583912
512,1.443009
512,1.606603
512,1.376118
512,1.606125
512,1.534199
512,1.544360
512,1.425514
512,1.641944
512,1.737929
512,2.058284
512,1.716435
512,1.874551
512,1.730649
512,1.678063
512,1.810245
1024,14.208612
1024,13.971126
1024,13.742838
1024,18.145328
1024,16.668017
1024,20.707008
1024,12.060973
1024,12.925856
1024,13.792231
1024,13.322944
1024,11.730991
1024,11.669189
1024,11.728523
1024,11.642654
1024,11.720709
1024,11.934448
1024,13.336595
1024,11.812914
1024,11.909598
1024,11.751088
1024,11.741274
1024,11.689256
1024,11.823060
1024,11.749398
1024,11.664001
1024,12.041198
1024,12.688374
1024,11.721826
1024,11.704040
1024,11.669062
1024,11.692149
1024,11.690903
1024,11.688885
1024,11.700390
1024,11.686198
1024,11.976947
1024,11.611686
1024,11.749651
1024,11.628489
1024,11.641517
1024,11.637681
1024,11.752379
1024,11.722168
1024,11.777059
1024,11.874473
1024,11.821167
1024,11.908085
1024,11.794846
1024,11.765066
1024,11.964224
1024,11.775091
1024,11.891205
1024,11.781309
1024,11.845234
1024,11.869522
1024,11.883023
1024,11.919745
1024,11.775091
1024,11.916304
1024,11.932130
1024,12.312940
1024,11.690337
1024,11.869992
1024,11.910872
1024,11.981865
1024,11.968913
1024,12.101472
1024,11.938700
1024,11.968679
1024,11.972135
1024,11.978004
1024,11.939426
1024,12.020868
1024,11.990662
1024,11.947820
1024,11.882056
1024,12.079855
1024,11.995180
1024,11.999228
1024,12.005086
1024,11.985621
1024,11.962077
1024,11.947478
1024,11.974873
1024,12.000258
1024,12.349796
1024,12.051564
1024,12.091595
1024,12.049371
1024,12.011007
1024,12.049413
1024,11.991299
1024,12.049991
1024,12.042087
1024,11.953314
1024,11.992057
1024,11.852435
1024,12.055690
1024,11.992011
1024,11.892675
2048,137.530981
2048,135.652610
2048,134.830111
2048,135.180292
2048,136.153110
2048,137.368716
2048,137.982115
2048,137.962453
2048,136.733948
2048,135.203976
2048,134.660712
2048,134.711907
2048,135.338846
2048,136.336088
2048,135.973936
2048,134.773425
2048,138.237847
2048,137.866434
2048,136.745696
2048,134.497745
2048,134.646647
2048,134.599769
2048,136.514409
2048,138.002909
2048,137.940891
2048,138.305205
2048,129.028904
2048,68.824340
2048,63.519204
2048,62.513775
2048,62.538055
2048,62.693380
2048,62.875617
2048,63.462607
2048,63.754459
2048,64.352156
2048,64.969652
2048,66.361081
2048,69.988011
2048,69.616665
2048,69.106207
2048,69.200632
2048,69.591538
2048,69.360601
2048,68.647750
2048,68.243080
2048,68.300077
2048,66.173088
2048,66.170763
2048,62.397081
2048,62.812936
2048,64.376569
2048,63.385471
2048,64.150193
2048,64.114092
2048,65.185030
2048,67.128232
2048,72.304307
2048,70.032159
2048,66.321795
2048,69.128203
2048,67.500559
2048,65.464229
2048,64.819692
2048,65.380478
2048,63.345015
2048,62.621473
2048,62.949406
2048,62.946769
2048,63.260635
2048,62.831640
2048,63.934670
2048,68.570088
2048,67.925920
2048,65.719165
2048,66.051106
2048,66.095236
2048,66.728401
2048,66.802504
2048,65.732232
2048,65.874689
2048,65.575508
2048,66.471902
2048,67.668132
2048,63.193370
2048,62.670798
2048,62.661212
2048,62.978905
2048,63.203424
2048,63.299900
2048,63.592949
2048,65.997804
2048,67.537650
2048,65.256925
2048,66.191142
2048,66.186863
2048,66.122684
2048,66.665978
2048,66.060810
2048,66.510005
